CV Name,Method,Success,Processing Time (ms),Time Per Publication (ms),Total Publications,Verified Publications,Verified With Author Match,Precision,Recall,F1 Score,Verification Accuracy,Publication Count Accuracy,Link Provision Rate,Citation Count Availability,Metadata Richness,Input Tokens,Output Tokens,Total Tokens,API Calls,Ground Truth CV Size,Ground Truth Publications,Error,,,,,Method,Processing Time (ms)
academics-rmit-edu-au-tor-helge-aas-publications...,Claude AI,TRUE,11682.97,5841.49,2,2,2,1,1,1,1,1,1,0,0.4,700,300,1000,1,1001,2,,,,,,Claude AI,11682.97
academics-rmit-edu-au-tor-helge-aas-publications...,ChatGPT AI,TRUE,6413.84,3206.92,2,2,2,1,1,1,1,1,1,0,0.4,700,300,1000,1,1001,2,,,,,,ChatGPT AI,6413.84
academics-rmit-edu-au-tor-helge-aas-publications...,Grok AI,TRUE,11380.65,5690.32,2,2,2,1,1,1,1,1,1,0,0.4,700,300,1000,1,1001,2,,,,,,Grok AI,11380.65
academics-rmit-edu-au-trevor-abbott-publications,Traditional,TRUE,10778.58,,,,,1,1,1,1,1,0,0,0,,,,,7839,,,,,,,Traditional,10778.58
academics-rmit-edu-au-trevor-abbott-publications,Gemini AI,TRUE,18336.22,733.45,25,25,17,0,1,0,0,0,1,0,0.4,8750,3750,12500,5,7839,,,,,,,Gemini AI,18336.22
academics-rmit-edu-au-trevor-abbott-publications,Claude AI,TRUE,120942.72,4837.71,25,25,25,0,1,0,0,0,1,0,0.4,8750,3750,12500,5,7839,,,,,,,Claude AI,120942.72
academics-rmit-edu-au-trevor-abbott-publications,ChatGPT AI,TRUE,178642.01,7145.68,25,25,19,0,1,0,0,0,1,0,0.4,8750,3750,12500,5,7839,,,,,,,ChatGPT AI,178642.01
academics-rmit-edu-au-trevor-abbott-publications,Grok AI,TRUE,54118.58,2164.74,25,25,17,0,1,0,0,0,1,0,0.4,8750,3750,12500,5,7839,,,,,,,Grok AI,54118.58
academic_cv_example_template_iconic,Traditional,TRUE,6188.69,,,,,1,1,1,1,1,0,0,0,,,,,2112,,,,,,,Traditional,6188.69
academic_cv_example_template_iconic,Gemini AI,TRUE,5091.52,1018.3,5,,,0,1,0,0,0,1,0,0.4,1750,750,2500,1,2112,,,,,,,Gemini AI,5091.52
academic_cv_example_template_iconic,Claude AI,TRUE,9385.56,3128.52,3,,,0,1,0,0,0,1,0,0.4,1050,450,1500,1,2112,,,,,,,Claude AI,9385.56
academic_cv_example_template_iconic,ChatGPT AI,TRUE,8436.47,2109.12,4,,,0,1,0,0,0,1,0,0.4,1400,600,2000,1,2112,,,,,,,ChatGPT AI,8436.47
academic_cv_example_template_iconic,Grok AI,TRUE,12684.64,,,,,1,1,1,1,1,0,0,0,,,,,2112,,,,,,,Grok AI,12684.64
ADV_Sample_CV_MaryAskov_TenureTrack,Traditional,TRUE,17928.79,1494.07,12,2,,0,0,0,0.833,1,1,0,0.4,2160,1440,3600,24,11058,12,,,,,,Traditional,17928.79
ADV_Sample_CV_MaryAskov_TenureTrack,Gemini AI,TRUE,21602.05,1350.13,16,7,7,0,0,0,0.563,0.75,1,0,0.4,5600,2400,8000,4,11058,12,,,,,,Gemini AI,21602.05
ADV_Sample_CV_MaryAskov_TenureTrack,Claude AI,TRUE,53687.56,4473.96,12,,,0,0,0,1,1,1,0,0.4,4200,1800,6000,3,11058,12,,,,,,Claude AI,53687.56
ADV_Sample_CV_MaryAskov_TenureTrack,ChatGPT AI,TRUE,34822.41,2901.87,12,,,0,0,0,1,1,1,0,0.4,4200,1800,6000,3,11058,12,,,,,,ChatGPT AI,34822.41
ADV_Sample_CV_MaryAskov_TenureTrack,Grok AI,TRUE,32001.04,2000.07,16,6,6,0,0,0,0.625,0.75,1,0,0.4,5600,2400,8000,4,11058,12,,,,,,Grok AI,32001.04
amitabhchandra,Traditional,TRUE,118501.07,1377.92,86,42,35,0.488,0.636,0.553,0.721,1,1,0,0.4,15480,10320,25800,172,40974,86,,,,,,Traditional,118501.07
amitabhchandra,Gemini AI,TRUE,73948.41,506.5,146,131,131,0.452,1,0.623,0.87,0.589,1,0,0.4,51100,21900,73000,30,40974,86,,,,,,Gemini AI,73948.41
amitabhchandra,Claude AI,FALSE,300006.59,,,,,0,0,0,0.233,0,,,,,,,,40974,86,Timeout,,,,,Claude AI,300006.59
amitabhchandra,ChatGPT AI,FALSE,300003.18,,,,,0,0,0,0.233,0,,,,,,,,40974,86,Timeout,,,,,ChatGPT AI,300003.18
amitabhchandra,Grok AI,TRUE,174381.69,1417.74,123,121,118,0.537,1,0.698,0.784,0.699,1,0,0.4,43050,18450,61500,25,40974,86,,,,,,Grok AI,174381.69
arnoldhowitt,Traditional,TRUE,95236.35,1442.98,66,8,6,0.121,0.533,0.198,0.894,1,1,0,0.4,11880,7920,19800,132,106746,66,,,,,,Traditional,95236.35
arnoldhowitt,Gemini AI,TRUE,104761.32,392.36,267,83,83,0.056,1,0.106,0.916,0.247,1,0,0.4,93450,40050,133500,54,106746,66,,,,,,Gemini AI,104761.32
arnoldhowitt,Claude AI,FALSE,300002.1,,,,,0,0,0,0.773,0,,,,,,,,106746,66,Timeout,,,,,Claude AI,300002.1
arnoldhowitt,ChatGPT AI,FALSE,300013.24,,,,,0,0,0,0.773,0,,,,,,,,106746,66,Timeout,,,,,ChatGPT AI,300013.24
arnoldhowitt,Grok AI,TRUE,175064.07,1316.27,133,77,77,0.113,1,0.203,0.648,0.496,1,0,0.4,46550,19950,66500,27,106746,66,,,,,,Grok AI,175064.07
arthurbrooks,Traditional,TRUE,17519.21,,,,,1,1,1,1,1,0,0,0,,,,,57833,,,,,,,Traditional,17519.21
arthurbrooks,Gemini AI,TRUE,33587.57,,,,,1,1,1,1,1,0,0,0,,,,,57833,,,,,,,Gemini AI,33587.57
arthurbrooks,Claude AI,TRUE,73994.7,3523.56,21,20,20,0,1,0,0,0,1,0,0.4,7350,3150,10500,5,57833,,,,,,,Claude AI,73994.7
arthurbrooks,ChatGPT AI,TRUE,201185.64,,,,,1,1,1,1,1,0,0,0,,,,,57833,,,,,,,ChatGPT AI,201185.64
arthurbrooks,Grok AI,TRUE,44748.43,1945.58,23,23,23,0,1,0,0,0,1,0,0.4,8050,3450,11500,5,57833,,,,,,,Grok AI,44748.43
asimijazkhwaja,Traditional,TRUE,51864.14,1329.85,39,29,29,0.744,0.784,0.763,0.795,1,1,0,0.4,7020,4680,11700,78,21087,39,,,,,,Traditional,51864.14
asimijazkhwaja,Gemini AI,TRUE,27640.21,552.8,50,39,39,0.74,1,0.851,0.831,0.78,1,0,0.4,17500,7500,25000,10,21087,39,,,,,,Gemini AI,27640.21
asimijazkhwaja,Claude AI,TRUE,101639.73,2606.15,39,34,34,0.872,0.919,0.895,0.923,1,1,0,0.4,13650,5850,19500,8,21087,39,,,,,,Claude AI,101639.73
asimijazkhwaja,ChatGPT AI,TRUE,286177.97,5723.56,50,31,30,0.62,0.838,0.713,0.671,0.78,1,0,0.4,17500,7500,25000,10,21087,39,,,,,,ChatGPT AI,286177.97
asimijazkhwaja,Grok AI,TRUE,114358.18,2287.16,50,37,37,0.74,1,0.851,0.791,0.78,1,0,0.4,17500,7500,25000,10,21087,39,,,,,,Grok AI,114358.18
assistant-professor-resume-example,Traditional,TRUE,4382.11,,,,,1,1,1,1,1,0,0,0,,,,,2127,,,,,,,Traditional,4382.11
assistant-professor-resume-example,Gemini AI,TRUE,5049.44,5049.44,1,,,0,1,0,0,0,1,0,0.4,350,150,500,1,2127,,,,,,,Gemini AI,5049.44
assistant-professor-resume-example,Claude AI,TRUE,8738.95,4369.47,2,,,0,1,0,0,0,1,0,0.4,700,300,1000,1,2127,,,,,,,Claude AI,8738.95
assistant-professor-resume-example,ChatGPT AI,TRUE,6637.16,6637.16,1,,,0,1,0,0,0,1,0,0.4,350,150,500,1,2127,,,,,,,ChatGPT AI,6637.16
assistant-professor-resume-example,Grok AI,TRUE,19426.23,19426.23,1,,,0,1,0,0,0,1,0,0.4,350,150,500,1,2127,,,,,,,Grok AI,19426.23
associate-professor-resume-example,Traditional,TRUE,3989.59,,,,,1,1,1,1,1,0,0,0,,,,,2012,,,,,,,Traditional,3989.59
associate-professor-resume-example,Gemini AI,TRUE,4211.01,4211.01,1,,,0,1,0,0,0,1,0,0.4,350,150,500,1,2012,,,,,,,Gemini AI,4211.01
associate-professor-resume-example,Claude AI,TRUE,8823.96,8823.96,1,,,0,1,0,0,0,1,0,0.4,350,150,500,1,2012,,,,,,,Claude AI,8823.96
associate-professor-resume-example,ChatGPT AI,TRUE,7594.75,3797.38,2,,,0,1,0,0,0,1,0,0.4,700,300,1000,1,2012,,,,,,,ChatGPT AI,7594.75
associate-professor-resume-example,Grok AI,TRUE,18398.63,18398.63,1,,,0,1,0,0,0,1,0,0.4,350,150,500,1,2012,,,,,,,Grok AI,18398.63
Benjamin F GoldFarb,Traditional,TRUE,5213.54,1737.85,3,1,,0,0,0,0.667,1,1,0,0.4,540,360,900,6,6854,3,,,,,,Traditional,5213.54
Benjamin F GoldFarb,Gemini AI,TRUE,6218.27,690.92,9,1,1,0,0,0,0.889,0.333,1,0,0.4,3150,1350,4500,2,6854,3,,,,,,Gemini AI,6218.27
Benjamin F GoldFarb,Claude AI,TRUE,9905.45,3301.82,3,1,1,0,0,0,0.667,1,1,0,0.4,1050,450,1500,1,6854,3,,,,,,Claude AI,9905.45
Benjamin F GoldFarb,ChatGPT AI,TRUE,5116.7,1705.57,3,,,0,0,0,1,1,1,0,0.4,1050,450,1500,1,6854,3,,,,,,ChatGPT AI,5116.7
Benjamin F GoldFarb,Grok AI,TRUE,19946.19,6648.73,3,1,1,0,0,0,0.667,1,1,0,0.4,1050,450,1500,1,6854,3,,,,,,Grok AI,19946.19
bobbehn,Traditional,TRUE,199498.9,1295.45,154,38,33,0.201,1,0.335,0.955,1,1,0,0.4,27720,18480,46200,308,57598,154,,,,,,Traditional,199498.9
bobbehn,Gemini AI,TRUE,118723.21,,,,,0,0,0,0.799,0,0,0,0,,,,,57598,154,,,,,,Gemini AI,118723.21
bobbehn,Claude AI,FALSE,300007.8,,,,,0,0,0,0.799,0,,,,,,,,57598,154,Timeout,,,,,Claude AI,300007.8
bobbehn,ChatGPT AI,FALSE,300014.34,,,,,0,0,0,0.799,0,,,,,,,,57598,154,Timeout,,,,,ChatGPT AI,300014.34
bobbehn,Grok AI,TRUE,253011.91,988.33,256,187,187,0.121,1,0.216,0.471,0.602,1,0,0.4,89600,38400,128000,52,57598,154,,,,,,Grok AI,253011.91
brianiammartino,Traditional,TRUE,6146.57,2048.86,3,1,,0.333,0.5,0.4,0.667,1,1,0,0.4,540,360,900,6,8222,3,,,,,,Traditional,6146.57
brianiammartino,Gemini AI,TRUE,5409.36,1352.34,4,4,3,0.5,1,0.667,0.667,0.75,1,0,0.4,1400,600,2000,1,8222,3,,,,,,Gemini AI,5409.36
brianiammartino,Claude AI,TRUE,15871.34,3967.83,4,3,2,0.5,1,0.667,0.917,0.75,1,0,0.4,1400,600,2000,1,8222,3,,,,,,Claude AI,15871.34
brianiammartino,ChatGPT AI,TRUE,12468.2,3117.05,4,2,1,0.5,1,0.667,0.833,0.75,1,0,0.4,1400,600,2000,1,8222,3,,,,,,ChatGPT AI,12468.2
brianiammartino,Grok AI,TRUE,14017.44,3504.36,4,4,4,0.5,1,0.667,0.667,0.75,1,0,0.4,1400,600,2000,1,8222,3,,,,,,Grok AI,14017.44
CHRIS J. SMITH,Traditional,TRUE,4013.3,2006.65,2,,,0,0,0,1,1,1,0,0.4,360,240,600,4,4883,2,,,,,,Traditional,4013.3
CHRIS J. SMITH,Gemini AI,TRUE,4027.39,2013.7,2,1,1,0,0,0,0.5,1,1,0,0.4,700,300,1000,1,4883,2,,,,,,Gemini AI,4027.39
CHRIS J. SMITH,Claude AI,TRUE,36756.7,18378.35,2,,,0,0,0,1,1,1,0,0.4,700,300,1000,1,4883,2,,,,,,Claude AI,36756.7
CHRIS J. SMITH,ChatGPT AI,TRUE,4986.48,2493.24,2,,,0,0,0,1,1,1,0,0.4,700,300,1000,1,4883,2,,,,,,ChatGPT AI,4986.48
CHRIS J. SMITH,Grok AI,TRUE,14164.77,7082.38,2,2,2,0,0,0,0,1,1,0,0.4,700,300,1000,1,4883,2,,,,,,Grok AI,14164.77
christopheravery,Traditional,TRUE,51129.5,1278.24,40,35,34,0.875,1,0.933,1,1,1,0,0.4,7200,4800,12000,80,7742,40,,,,,,Traditional,51129.5
christopheravery,Gemini AI,TRUE,22229.61,555.74,40,40,40,0.875,1,0.933,0.875,1,1,0,0.4,14000,6000,20000,8,7742,40,,,,,,Gemini AI,22229.61
christopheravery,Claude AI,TRUE,90968.39,2274.21,40,40,40,0.875,1,0.933,0.875,1,1,0,0.4,14000,6000,20000,8,7742,40,,,,,,Claude AI,90968.39
christopheravery,ChatGPT AI,TRUE,200359.14,5008.98,40,38,37,0.875,1,0.933,0.925,1,1,0,0.4,14000,6000,20000,8,7742,40,,,,,,ChatGPT AI,200359.14
christopheravery,Grok AI,TRUE,44215.7,1133.74,39,38,38,0.897,1,0.946,0.901,0.975,1,0,0.4,13650,5850,19500,8,7742,40,,,,,,Grok AI,44215.7
claudebruderlein,Traditional,TRUE,45089.75,1326.17,34,12,11,0.353,0.6,0.444,0.765,1,1,0,0.4,6120,4080,10200,68,48037,34,,,,,,Traditional,45089.75
claudebruderlein,Gemini AI,TRUE,33233.1,405.28,82,27,24,0.244,1,0.392,0.741,0.415,1,0,0.4,28700,12300,41000,17,48037,34,,,,,,Gemini AI,33233.1
claudebruderlein,Claude AI,TRUE,201146.7,2453.01,82,27,24,0.244,1,0.392,0.741,0.415,1,0,0.4,28700,12300,41000,17,48037,34,,,,,,Claude AI,201146.7
claudebruderlein,ChatGPT AI,TRUE,113757.16,1387.28,82,17,17,0.207,0.85,0.333,0.619,0.415,1,0,0.4,28700,12300,41000,17,48037,34,,,,,,ChatGPT AI,113757.16
claudebruderlein,Grok AI,TRUE,100852.27,1420.45,71,65,62,0.282,1,0.44,0.673,0.479,1,0,0.4,24850,10650,35500,15,48037,34,,,,,,Grok AI,100852.27
college-professor-1596084798-pdf,Traditional,TRUE,6241.39,,,,,1,1,1,1,1,0,0,0,,,,,2831,,,,,,,Traditional,6241.39
college-professor-1596084798-pdf,Gemini AI,TRUE,6127.22,,,,,1,1,1,1,1,0,0,0,,,,,2831,,,,,,,Gemini AI,6127.22
college-professor-1596084798-pdf,Claude AI,TRUE,8207.7,,,,,1,1,1,1,1,0,0,0,,,,,2831,,,,,,,Claude AI,8207.7
college-professor-1596084798-pdf,ChatGPT AI,TRUE,5891.32,,,,,1,1,1,1,1,0,0,0,,,,,2831,,,,,,,ChatGPT AI,5891.32
college-professor-1596084798-pdf,Grok AI,TRUE,11819.21,,,,,1,1,1,1,1,0,0,0,,,,,2831,,,,,,,Grok AI,11819.21
college-professor-1596085717-pdf,Traditional,TRUE,6293.98,,,,,1,1,1,1,1,0,0,0,,,,,2717,,,,,,,Traditional,6293.98
college-professor-1596085717-pdf,Gemini AI,TRUE,6401.21,,,,,1,1,1,1,1,0,0,0,,,,,2717,,,,,,,Gemini AI,6401.21
college-professor-1596085717-pdf,Claude AI,TRUE,7468.72,,,,,1,1,1,1,1,0,0,0,,,,,2717,,,,,,,Claude AI,7468.72
college-professor-1596085717-pdf,ChatGPT AI,TRUE,5905.33,,,,,1,1,1,1,1,0,0,0,,,,,2717,,,,,,,ChatGPT AI,5905.33
college-professor-1596085717-pdf,Grok AI,TRUE,13177.97,,,,,1,1,1,1,1,0,0,0,,,,,2717,,,,,,,Grok AI,13177.97
Creating-Your-Academic-CV-11-13,Traditional,TRUE,5712.71,1904.24,3,2,,0.667,0.667,0.667,0.667,1,1,0,0.4,540,360,900,6,5693,3,,,,,,Traditional,5712.71
Creating-Your-Academic-CV-11-13,Gemini AI,TRUE,8092.18,505.76,16,3,3,0.188,1,0.316,0.188,0.188,1,0,0.4,5600,2400,8000,4,5693,3,,,,,,Gemini AI,8092.18
Creating-Your-Academic-CV-11-13,Claude AI,TRUE,18426.16,3071.03,6,,,0,0,0,0,0.5,1,0,0.4,2100,900,3000,2,5693,3,,,,,,Claude AI,18426.16
Creating-Your-Academic-CV-11-13,ChatGPT AI,TRUE,12429.14,2071.52,6,,,0,0,0,0,0.5,1,0,0.4,2100,900,3000,2,5693,3,,,,,,ChatGPT AI,12429.14
Creating-Your-Academic-CV-11-13,Grok AI,TRUE,18866.05,1179.13,16,3,3,0.188,1,0.316,0.188,0.188,1,0,0.4,5600,2400,8000,4,5693,3,,,,,,Grok AI,18866.05
Creating-Your-Academic-CV-14-16,Traditional,TRUE,1583.55,,,,,1,1,1,1,1,0,0,0,,,,,6773,,,,,,,Traditional,1583.55
Creating-Your-Academic-CV-14-16,Gemini AI,TRUE,480.73,,,,,1,1,1,1,1,0,0,0,,,,,6773,,,,,,,Gemini AI,480.73
Creating-Your-Academic-CV-14-16,Claude AI,TRUE,8285.19,1657.04,5,,,0,1,0,0,0,1,0,0.4,1750,750,2500,1,6773,,,,,,,Claude AI,8285.19
Creating-Your-Academic-CV-14-16,ChatGPT AI,TRUE,7769.74,1942.44,4,,,0,1,0,0,0,1,0,0.4,1400,600,2000,1,6773,,,,,,,ChatGPT AI,7769.74
Creating-Your-Academic-CV-14-16,Grok AI,TRUE,21423.68,2677.96,8,1,1,0,1,0,0,0,1,0,0.4,2800,1200,4000,2,6773,,,,,,,Grok AI,21423.68
Creating-Your-Academic-CV-17-19,Traditional,TRUE,7807.39,1561.48,5,,,0,0,0,1,1,1,0,0.4,900,600,1500,10,7260,5,,,,,,Traditional,7807.39
Creating-Your-Academic-CV-17-19,Gemini AI,TRUE,29624.27,,,,,0,0,0,1,0,0,0,0,,,,,7260,5,,,,,,Gemini AI,29624.27
Creating-Your-Academic-CV-17-19,Claude AI,TRUE,15836.07,3167.21,5,,,0,0,0,1,1,1,0,0.4,1750,750,2500,1,7260,5,,,,,,Claude AI,15836.07
Creating-Your-Academic-CV-17-19,ChatGPT AI,TRUE,8168.57,1633.71,5,,,0,0,0,1,1,1,0,0.4,1750,750,2500,1,7260,5,,,,,,ChatGPT AI,8168.57
Creating-Your-Academic-CV-17-19,Grok AI,TRUE,20175.14,4035.03,5,,,0,0,0,1,1,1,0,0.4,1750,750,2500,1,7260,5,,,,,,Grok AI,20175.14
Creating-Your-Academic-CV-6-10,Traditional,TRUE,3454.76,3454.76,1,,,0,0,0,1,1,1,0,0.4,180,120,300,2,11577,1,,,,,,Traditional,3454.76
Creating-Your-Academic-CV-6-10,Gemini AI,TRUE,4311.94,431.19,10,1,,0,0,0,0.9,0.1,1,0,0.4,3500,1500,5000,2,11577,1,,,,,,Gemini AI,4311.94
Creating-Your-Academic-CV-6-10,Claude AI,TRUE,10035.99,3345.33,3,,,0,0,0,1,0.333,1,0,0.4,1050,450,1500,1,11577,1,,,,,,Claude AI,10035.99
Creating-Your-Academic-CV-6-10,ChatGPT AI,TRUE,5353.55,1784.52,3,,,0,0,0,1,0.333,1,0,0.4,1050,450,1500,1,11577,1,,,,,,ChatGPT AI,5353.55
Creating-Your-Academic-CV-6-10,Grok AI,TRUE,22549.47,2254.95,10,1,,0,0,0,0.9,0.1,1,0,0.4,3500,1500,5000,2,11577,1,,,,,,Grok AI,22549.47
curriculum_vitae,Traditional,TRUE,1676.5,,,,,1,1,1,1,1,0,0,0,,,,,2676,,,,,,,Traditional,1676.5
curriculum_vitae,Gemini AI,TRUE,2271.58,757.19,3,,,0,1,0,0,0,1,0,0.4,1050,450,1500,1,2676,,,,,,,Gemini AI,2271.58
curriculum_vitae,Claude AI,TRUE,3782.19,,,,,1,1,1,1,1,0,0,0,,,,,2676,,,,,,,Claude AI,3782.19
curriculum_vitae,ChatGPT AI,TRUE,1661.66,,,,,1,1,1,1,1,0,0,0,,,,,2676,,,,,,,ChatGPT AI,1661.66
curriculum_vitae,Grok AI,TRUE,22321.11,7440.37,3,,,0,1,0,0,0,1,0,0.4,1050,450,1500,1,2676,,,,,,,Grok AI,22321.11
cv,Traditional,TRUE,86959.48,1402.57,62,39,38,0.629,0.722,0.672,0.758,1,1,0,0.4,11160,7440,18600,124,52749,62,,,,,,Traditional,86959.48
cv,Gemini AI,TRUE,101910.98,445.03,229,110,58,0.236,1,0.382,0.609,0.271,1,0,0.4,80150,34350,114500,46,52749,62,,,,,,Gemini AI,101910.98
cv,Claude AI,TRUE,296619.84,3707.75,80,61,58,0.675,1,0.806,0.892,0.775,1,0,0.4,28000,12000,40000,16,52749,62,,,,,,Claude AI,296619.84
cv,ChatGPT AI,FALSE,300006.24,,,,,0,0,0,0.129,0,,,,,,,,52749,62,Timeout,,,,,ChatGPT AI,300006.24
cv,Grok AI,TRUE,189960.04,1958.35,97,95,88,0.557,1,0.715,0.892,0.639,1,0,0.4,33950,14550,48500,20,52749,62,,,,,,Grok AI,189960.04
d,Traditional,TRUE,3283.52,3283.52,1,,,0,0,0,1,1,1,0,0.4,180,120,300,2,2791,1,,,,,,Traditional,3283.52
d,Gemini AI,TRUE,2579.17,2579.17,1,1,1,0,0,0,0,1,1,0,0.4,350,150,500,1,2791,1,,,,,,Gemini AI,2579.17
d,Claude AI,TRUE,9972.15,2493.04,4,,,0,0,0,1,0.25,1,0,0.4,1400,600,2000,1,2791,1,,,,,,Claude AI,9972.15
d,ChatGPT AI,TRUE,4869.35,4869.35,1,1,,0,0,0,0,1,1,0,0.4,350,150,500,1,2791,1,,,,,,ChatGPT AI,4869.35
d,Grok AI,TRUE,30636.67,7659.17,4,,,0,0,0,1,0.25,1,0,0.4,1400,600,2000,1,2791,1,,,,,,Grok AI,30636.67
DanielAdams,Traditional,TRUE,4536.95,2268.47,2,,,0,0,0,1,1,1,0,0.4,360,240,600,4,2563,2,,,,,,Traditional,4536.95
DanielAdams,Gemini AI,TRUE,3219.93,804.98,4,1,,0,0,0,0.75,0.5,1,0,0.4,1400,600,2000,1,2563,2,,,,,,Gemini AI,3219.93
DanielAdams,Claude AI,TRUE,8443.33,4221.67,2,,,0,0,0,1,1,1,0,0.4,700,300,1000,1,2563,2,,,,,,Claude AI,8443.33
DanielAdams,ChatGPT AI,TRUE,3901.37,1950.68,2,,,0,0,0,1,1,1,0,0.4,700,300,1000,1,2563,2,,,,,,ChatGPT AI,3901.37
DanielAdams,Grok AI,TRUE,11460.49,2865.12,4,,,0,0,0,1,0.5,1,0,0.4,1400,600,2000,1,2563,2,,,,,,Grok AI,11460.49
davidking,Traditional,TRUE,41992.76,1615.11,26,16,13,0.615,0.842,0.711,0.885,1,1,0,0.4,4680,3120,7800,52,24386,26,,,,,,Traditional,41992.76
davidking,Gemini AI,TRUE,41580.83,381.48,109,67,55,0.174,1,0.297,0.884,0.239,1,0,0.4,38150,16350,54500,22,24386,26,,,,,,Gemini AI,41580.83
davidking,Claude AI,TRUE,286433.31,2702.2,106,31,31,0.179,1,0.304,0.562,0.245,1,0,0.4,37100,15900,53000,22,24386,26,,,,,,Claude AI,286433.31
davidking,ChatGPT AI,TRUE,279036.41,2632.42,106,43,30,0.179,1,0.304,0.675,0.245,1,0,0.4,37100,15900,53000,22,24386,26,,,,,,ChatGPT AI,279036.41
davidking,Grok AI,TRUE,124952.22,1542.62,81,45,45,0.235,1,0.38,0.825,0.321,1,0,0.4,28350,12150,40500,17,24386,26,,,,,,Grok AI,124952.22
deborahhugheshallett,Traditional,TRUE,45253.02,1257.03,36,12,5,0.111,1,0.2,0.778,1,1,0,0.4,6480,4320,10800,72,8984,36,,,,,,Traditional,45253.02
deborahhugheshallett,Gemini AI,TRUE,31614.44,,,,,0,0,0,0.889,0,0,0,0,,,,,8984,36,,,,,,Gemini AI,31614.44
deborahhugheshallett,Claude AI,TRUE,69819.98,1939.44,36,23,23,0.111,1,0.2,0.472,1,1,0,0.4,12600,5400,18000,8,8984,36,,,,,,Claude AI,69819.98
deborahhugheshallett,ChatGPT AI,TRUE,55897.45,1552.71,36,18,18,0.111,1,0.2,0.611,1,1,0,0.4,12600,5400,18000,8,8984,36,,,,,,ChatGPT AI,55897.45
deborahhugheshallett,Grok AI,TRUE,50409.97,1482.65,34,34,34,0.118,1,0.211,0.111,0.944,1,0,0.4,11900,5100,17000,7,8984,36,,,,,,Grok AI,50409.97
desmondang,Traditional,TRUE,15910.04,2272.86,7,6,6,0.857,0.857,0.857,0.857,1,1,0,0.4,1260,840,2100,14,6622,7,,,,,,Traditional,15910.04
desmondang,Gemini AI,TRUE,8974.54,690.35,13,8,8,0.538,1,0.7,0.615,0.538,1,0,0.4,4550,1950,6500,3,6622,7,,,,,,Gemini AI,8974.54
desmondang,Claude AI,TRUE,34413.67,2647.21,13,9,9,0.538,1,0.7,0.692,0.538,1,0,0.4,4550,1950,6500,3,6622,7,,,,,,Claude AI,34413.67
desmondang,ChatGPT AI,TRUE,16618.5,1846.5,9,6,6,0.667,0.857,0.75,0.667,0.778,1,0,0.4,3150,1350,4500,2,6622,7,,,,,,ChatGPT AI,16618.5
desmondang,Grok AI,TRUE,37255.71,2865.82,13,11,11,0.538,1,0.7,0.846,0.538,1,0,0.4,4550,1950,6500,3,6622,7,,,,,,Grok AI,37255.71
ed9d7a441d97f0c71e672dabbf04cf06,Traditional,TRUE,13007.63,1858.23,7,4,4,0.571,0.667,0.615,0.714,1,1,0,0.4,1260,840,2100,14,2007,7,,,,,,Traditional,13007.63
